,mode,arch,dataset,pretrain_mode,window_length,stride_series,window_time_stride,window_patt_stride,train_exc_limit,pretrained,cv_rep,val_size,max_epochs,batch_size,learning_rate,random_state,nepochs,best_model,total_params,trainable_params,metrics_csv,val_acc,val_f1,val_auroc,test_acc,test_f1,test_auroc,exc,train_strat_size,train_event_mult,nevents_test,nevents_train_lim,nevents_train_tot,time_dm,time_train,time_total,val_mse,val_r2,eq_wdw_length
10,df,cnn,ArrowHead,False,10.0,False,5.0,1.0,32.0,False,0.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev32_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv0/checkpoints/epoch=102-step=58195.ckpt,416439.0,416439.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev32_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv0/metrics.csv,0.4849063754081726,0.4849063754081726,0.1785834431648254,0.5058724880218506,0.5058724880218506,0.1492571234703064,32.0,2.0,4.0,200.0,384.0,384.0,91.51024212501945,40353.31156050786,40444.82180263288,,,50.0
11,df,cnn,ArrowHead,False,10.0,False,5.0,1.0,32.0,False,1.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev32_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv1/checkpoints/epoch=116-step=66105.ckpt,416439.0,416439.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev32_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv1/metrics.csv,0.4808371067047119,0.4808371067047119,0.1720547974109649,0.5091028809547424,0.5091028809547424,0.1441134661436081,32.0,2.0,4.0,200.0,384.0,384.0,148.70955439843237,30696.949784416705,30845.659338815138,,,50.0
12,df,cnn,ArrowHead,False,10.0,False,5.0,1.0,32.0,False,2.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev32_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv2/checkpoints/epoch=108-step=61585.ckpt,416439.0,416439.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev32_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv2/metrics.csv,0.4715774655342102,0.4715774655342102,0.1618717014789581,0.4807673096656799,0.4807673096656799,0.1416049003601074,32.0,2.0,4.0,200.0,384.0,384.0,56.07722693495453,17382.417503189296,17438.49473012425,,,50.0
13,df,cnn,ArrowHead,False,10.0,False,5.0,1.0,32.0,False,3.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev32_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv3/checkpoints/epoch=78-step=44635.ckpt,416439.0,416439.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev32_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv3/metrics.csv,0.5277581810951233,0.5277581810951233,0.1800377517938614,0.510558545589447,0.510558545589447,0.1567721515893936,32.0,2.0,4.0,200.0,384.0,384.0,58.514193249866366,18692.497887827456,18751.01208107732,,,50.0
14,df,cnn,ArrowHead,False,10.0,False,5.0,1.0,32.0,False,4.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev32_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv4/checkpoints/epoch=45-step=25990.ckpt,416439.0,416439.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev32_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv4/metrics.csv,0.4910517930984497,0.4910517930984497,0.1806729882955551,0.4813655316829681,0.4813655316829681,0.1428602188825607,32.0,2.0,4.0,200.0,384.0,384.0,101.944666210562,36779.97694307752,36881.92160928808,,,50.0
15,df,cnn,ArrowHead,False,10.0,False,7.0,1.0,4.0,False,0.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev4_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv0/checkpoints/epoch=18-step=1349.ckpt,416439.0,416439.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev4_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv0/metrics.csv,0.4268537163734436,0.4268537163734436,0.1327757686376571,0.2643399834632873,0.2643399834632873,0.1346495896577835,32.0,2.0,4.0,48.0,48.0,384.0,160.3460382092744,1644.2218725904822,1804.5679107997569,,,70.0
16,df,cnn,ArrowHead,False,10.0,False,7.0,1.0,4.0,False,1.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev4_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv1/checkpoints/epoch=44-step=3195.ckpt,416439.0,416439.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev4_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv1/metrics.csv,0.4004676043987274,0.4004676043987274,0.112858772277832,0.336645245552063,0.336645245552063,0.104117102921009,32.0,2.0,4.0,48.0,48.0,384.0,108.499793616822,789.0619000620209,897.5616936788429,,,70.0
17,df,cnn,ArrowHead,False,10.0,False,7.0,1.0,4.0,False,2.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev4_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv2/checkpoints/epoch=74-step=5325.ckpt,416439.0,416439.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev4_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv2/metrics.csv,0.3714094758033752,0.3714094758033752,0.0982452258467674,0.4460215270519256,0.4460215270519256,0.1390671283006668,32.0,2.0,4.0,48.0,48.0,384.0,58.37792211584747,1016.8599304165692,1075.2378525324166,,,70.0
18,df,cnn,ArrowHead,False,10.0,False,7.0,1.0,4.0,False,3.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev4_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv3/checkpoints/epoch=102-step=7313.ckpt,416439.0,416439.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev4_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv3/metrics.csv,0.5313961505889893,0.5313961505889893,0.1110486760735511,0.4532854557037353,0.4532854557037353,0.1618953794240951,32.0,2.0,4.0,48.0,48.0,384.0,57.61004842701368,719.3602739637718,776.9703223907854,,,70.0
19,df,cnn,ArrowHead,False,10.0,False,7.0,1.0,4.0,False,4.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev4_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv4/checkpoints/epoch=47-step=3408.ckpt,416439.0,416439.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev4_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv4/metrics.csv,0.4011355936527252,0.4011355936527252,0.1206037327647209,0.3249561786651611,0.3249561786651611,0.1409201622009277,32.0,2.0,4.0,48.0,48.0,384.0,56.888599877944216,661.3886614679359,718.2772613458801,,,70.0
20,df,cnn,ArrowHead,False,10.0,False,7.0,1.0,4.0,True,0.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev4_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv0/checkpoints/epoch=118-step=8449.ckpt,416439.0,416439.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev4_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv0/metrics.csv,0.6045424342155457,0.6045424342155457,0.1515789777040481,0.2906403839588165,0.2906403839588165,0.1352568566799163,32.0,2.0,4.0,48.0,48.0,384.0,56.79384922794998,654.9380958091933,711.7319450371433,,,70.0
21,df,cnn,ArrowHead,False,10.0,False,7.0,1.0,4.0,True,1.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev4_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv1/checkpoints/epoch=119-step=8520.ckpt,416439.0,416439.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev4_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv1/metrics.csv,0.5741482973098755,0.5741482973098755,0.1313673853874206,0.4552893042564392,0.4552893042564392,0.1223252192139625,32.0,2.0,4.0,48.0,48.0,384.0,119.2314430065453,2882.740957003087,3001.972400009632,,,70.0
22,df,cnn,ArrowHead,False,10.0,False,7.0,1.0,4.0,True,2.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev4_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv2/checkpoints/epoch=119-step=8520.ckpt,416439.0,416439.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev4_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv2/metrics.csv,0.6212424635887146,0.6212424635887146,0.1399657875299453,0.5147365927696228,0.5147365927696228,0.1531957983970642,32.0,2.0,4.0,48.0,48.0,384.0,102.54731615446508,1640.123484408483,1742.670800562948,,,70.0
23,df,cnn,ArrowHead,False,10.0,False,7.0,1.0,4.0,True,3.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev4_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv3/checkpoints/epoch=66-step=4757.ckpt,416439.0,416439.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev4_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv3/metrics.csv,0.6152304410934448,0.6152304410934448,0.147086426615715,0.497870922088623,0.497870922088623,0.1754863262176513,32.0,2.0,4.0,48.0,48.0,384.0,95.50501322746275,1414.0522808805108,1509.5572941079736,,,70.0
24,df,cnn,ArrowHead,False,10.0,False,7.0,1.0,4.0,True,4.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev4_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv4/checkpoints/epoch=29-step=2130.ckpt,416439.0,416439.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev4_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv4/metrics.csv,0.5210421085357666,0.5210421085357666,0.138688638806343,0.3849878907203674,0.3849878907203674,0.144744724035263,32.0,2.0,4.0,48.0,48.0,384.0,56.42802046891302,668.7828920909669,725.21091255988,,,70.0
25,df,cnn,ArrowHead,False,10.0,False,7.0,1.0,8.0,False,0.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev8_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv0/checkpoints/epoch=8-step=1269.ckpt,416439.0,416439.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev8_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv0/metrics.csv,0.3225108087062835,0.3225108087062835,0.1172945573925972,0.3149635791778564,0.3149635791778564,0.1102878302335739,32.0,2.0,4.0,96.0,96.0,384.0,56.5754081660416,2681.3899935521185,2737.96540171816,,,70.0
26,df,cnn,ArrowHead,False,10.0,False,7.0,1.0,8.0,False,1.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev8_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv1/checkpoints/epoch=55-step=7896.ckpt,416439.0,416439.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev8_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv1/metrics.csv,0.3598068654537201,0.3598068654537201,0.1111963018774986,0.4762538969516754,0.4762538969516754,0.1199296787381172,32.0,2.0,4.0,96.0,96.0,384.0,68.4077771641314,3638.633804297074,3707.041581461206,,,70.0
27,df,cnn,ArrowHead,False,10.0,False,7.0,1.0,8.0,False,2.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev8_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv2/checkpoints/epoch=79-step=11280.ckpt,416439.0,416439.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev8_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv2/metrics.csv,0.4881784915924072,0.4881784915924072,0.1483811438083648,0.3808948993682861,0.3808948993682861,0.1281891763210296,32.0,2.0,4.0,96.0,96.0,384.0,63.92657190747559,2523.026200463996,2586.952772371471,,,70.0
28,df,cnn,ArrowHead,False,10.0,False,7.0,1.0,8.0,False,3.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev8_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv3/checkpoints/epoch=46-step=6627.ckpt,416439.0,416439.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev8_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv3/metrics.csv,0.4750249683856964,0.4750249683856964,0.125778928399086,0.3962539136409759,0.3962539136409759,0.1388290524482727,32.0,2.0,4.0,96.0,96.0,384.0,89.40656561776996,3579.8736837934703,3669.28024941124,,,70.0
29,df,cnn,ArrowHead,False,10.0,False,7.0,1.0,8.0,False,4.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev8_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv4/checkpoints/epoch=106-step=15087.ckpt,416439.0,416439.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev8_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv4/metrics.csv,0.4603729546070099,0.4603729546070099,0.1467438638210296,0.4773777425289154,0.4773777425289154,0.1328927278518676,32.0,2.0,4.0,96.0,96.0,384.0,60.9748229989782,1844.320348883979,1905.2951718829568,,,70.0
30,df,cnn,ArrowHead,False,10.0,False,7.0,1.0,8.0,True,0.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev8_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv0/checkpoints/epoch=6-step=987.ckpt,416439.0,416439.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev8_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv0/metrics.csv,0.419080913066864,0.419080913066864,0.1154026314616203,0.3789802193641662,0.3789802193641662,0.1178585141897201,32.0,2.0,4.0,96.0,96.0,384.0,59.30744366999716,2094.018606940983,2153.32605061098,,,70.0
31,df,cnn,ArrowHead,False,10.0,False,7.0,1.0,8.0,True,1.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev8_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv1/checkpoints/epoch=109-step=15510.ckpt,416439.0,416439.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev8_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv1/metrics.csv,0.4928404986858368,0.4928404986858368,0.1098689585924148,0.5162122845649719,0.5162122845649719,0.1406990438699722,32.0,2.0,4.0,96.0,96.0,384.0,81.73368331044912,3602.781200222671,3684.51488353312,,,70.0
32,df,cnn,ArrowHead,False,10.0,False,7.0,1.0,8.0,True,2.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev8_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv2/checkpoints/epoch=98-step=13959.ckpt,416439.0,416439.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev8_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv2/metrics.csv,0.6153846383094788,0.6153846383094788,0.1820830553770065,0.4708012342453003,0.4708012342453003,0.1498919427394867,32.0,2.0,4.0,96.0,96.0,384.0,126.7028081100434,3844.462529713288,3971.1653378233314,,,70.0
33,df,cnn,ArrowHead,False,10.0,False,7.0,1.0,8.0,True,3.0,0.25,120.0,128.0,0.0001,0.0,120.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev8_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv3/checkpoints/epoch=66-step=9447.ckpt,416439.0,416439.0,training/finetune/ArrowHead_df_cnn/logs/exc32_avev8_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv3/metrics.csv,0.4543789625167846,0.4543789625167846,0.1185599267482757,0.4272216558456421,0.4272216558456421,0.1603723466396331,32.0,2.0,4.0,96.0,96.0,384.0,78.41160793788731,8966.402287885547,9044.813895823434,,,70.0
